origin_city_name,dest_city_name,n,distance_km,duration_min,duration_mean,duration_max,price_mean
"Angers, Pays-de-la-Loire, France","Paris, Île-de-France, France",53,264.4324411071109,2.6666666666666665,4.528301886792453,14.583333333333334,22.30377358490566
"Paris, Île-de-France, France","Voiron, Auvergne-Rhône-Alpes, France",53,458.45339043676324,3.15,6.640566037735849,19.133333333333333,59.26792452830188
"Montpellier, Occitanie, France","Millau, Occitanie, France",52,87.09532339339576,1.1666666666666667,1.7022435897435897,6.083333333333333,10.24423076923077
"Montpellier, Occitanie, France","Valence, Auvergne-Rhône-Alpes, France",52,166.2493537714791,1.8333333333333333,2.8108974358974357,18.416666666666668,15.326923076923077
"Tours, Centre-Val de Loire, France","Nantes, Pays-de-la-Loire, France",52,168.2483185817014,2.0,2.891987179487179,6.333333333333333,17.703846153846154
"Grenoble, Auvergne-Rhône-Alpes, France","Mulhouse, Grand-Est, France",52,309.75641963955735,4.516666666666667,7.31698717948718,11.0,56.73076923076923
"Toulouse, Occitanie, France","Montpellier, Occitanie, France",51,198.5462994926857,2.3333333333333335,2.7222222222222223,3.8333333333333335,18.15686274509804
"Nancy, Grand-Est, France","Paris, Île-de-France, France",51,278.9270725768499,3.5,6.056862745098039,30.416666666666668,22.89607843137255
"Antwerpen, Vlaanderen, Belgique","Paris Aéroport Orly, Île-de-France, France",50,310.2698341624331,3.1666666666666665,3.786666666666667,5.333333333333333,24.5
"Paris, Île-de-France, France","Saint-Nazaire, Pays de la Loire, France",50,380.86586552780204,2.9,4.637,10.333333333333334,58.948
"Paris, Île-de-France, France","Bourges, Centre-Val de Loire, France",50,196.4776822075077,2.0,6.019666666666667,26.666666666666668,26.124000000000002
"Marseille, Provence-Alpes-Côte d'Azur, France","Toulouse, Occitanie, France",50,318.144122905946,3.8333333333333335,6.388333333333334,24.916666666666668,27.844
"Cannes, Provence-Alpes-Côte d'Azur, France","Montpellier, Occitanie, France",50,249.38577389185278,2.8333333333333335,8.451,32.06666666666667,35.078
